Obs,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,job_type,salary
1516,0.72,0.99,5,257,5,0,1,0,IT,high
1517,0.4,0.5,2,127,3,0,1,0,IT,low
1518,0.45,0.5,2,145,3,0,1,0,product_,medium
1519,0.89,0.98,5,274,5,0,1,0,product_,medium
1522,0.38,0.47,2,140,3,1,1,0,IT,low
1526,0.1,0.8,6,261,4,0,1,0,RandD,low
1527,0.82,0.9,5,248,5,0,1,0,RandD,low
1529,0.41,0.56,2,160,3,0,1,0,sales,low
1530,0.4,0.47,2,152,3,0,1,0,accounti,low
1531,0.83,0.98,4,249,5,0,1,0,support,low
1533,0.75,0.98,4,245,5,0,1,0,manageme,low
1534,0.44,0.53,2,146,3,0,1,0,marketin,low
1535,0.1,0.94,6,297,5,0,1,0,marketin,low
1538,0.4,0.57,2,152,3,0,1,0,sales,low
1541,0.42,0.47,2,145,3,0,1,0,sales,low
1548,0.09,0.83,6,250,4,0,1,0,sales,medium
1550,0.88,1,4,259,5,0,1,0,sales,medium
1553,0.17,0.55,6,250,5,0,1,0,sales,medium
1554,0.82,0.82,5,220,6,0,1,0,sales,medium
1562,0.11,0.88,6,290,4,0,1,0,hr,low
1563,0.44,0.57,2,148,3,0,1,0,technica,low
1566,0.1,0.86,7,261,5,0,1,0,technica,low
1570,0.37,0.48,2,153,3,0,1,0,technica,low
1573,0.39,0.48,2,154,3,0,1,0,technica,low
1575,0.36,0.51,2,129,3,0,1,0,support,low
1579,0.1,0.96,6,310,5,0,1,0,support,low
1581,0.49,0.73,4,244,3,0,1,0,support,low
1582,0.73,0.96,5,256,6,1,1,0,support,medium
1584,0.73,0.91,4,247,5,0,1,0,support,medium
1585,0.43,0.46,2,129,3,0,1,0,technica,medium
1586,0.73,0.93,5,229,5,0,1,0,technica,medium
1589,0.9,0.81,5,264,5,0,1,0,IT,medium
1597,0.36,0.48,5,310,3,0,1,0,product_,medium
1599,0.83,0.94,5,273,5,0,1,0,RandD,medium
1611,0.89,0.97,4,264,5,0,1,0,marketin,low
1616,0.1,0.93,6,307,4,0,1,0,sales,low
1618,0.76,0.98,4,237,5,0,1,0,sales,low
1619,0.88,0.89,4,254,5,0,1,0,sales,low
1620,0.39,0.48,2,151,3,0,1,0,sales,low
1622,0.91,0.95,5,241,5,0,1,0,sales,medium
1626,0.11,0.86,6,254,4,0,1,0,sales,medium
1628,0.38,0.57,2,146,3,0,1,0,sales,medium
1634,0.36,0.46,2,130,3,0,1,0,accounti,low
1635,0.39,0.48,2,127,3,0,1,0,accounti,medium
1636,0.43,0.47,2,137,3,0,1,0,hr,medium
1640,0.42,0.46,2,135,3,0,1,0,technica,low
1642,0.41,0.56,2,154,3,0,1,0,technica,low
1643,0.11,0.78,6,247,4,0,1,0,technica,low
1646,0.11,0.78,6,281,4,0,1,0,technica,low
1647,0.1,0.93,7,258,4,0,1,0,technica,low
1650,0.38,0.51,2,138,3,0,1,0,technica,low
1653,0.87,0.97,5,250,6,0,1,0,support,low
1654,0.1,0.88,7,282,4,0,1,0,support,low
1655,0.1,0.89,7,253,4,0,1,0,support,low
1658,0.11,0.86,6,245,4,0,1,0,support,low
1663,0.81,0.83,5,269,6,0,1,0,technica,medium
1664,0.37,0.46,2,130,3,1,1,0,technica,medium
1673,0.84,0.83,4,239,5,0,1,0,product_,low
1675,0.56,0.86,5,252,2,0,1,0,IT,medium
1677,0.1,0.81,7,270,4,0,1,0,RandD,medium
1678,0.39,0.54,2,149,3,0,1,0,RandD,low
1679,0.75,0.89,5,276,5,0,1,0,RandD,low
1685,0.38,0.49,2,128,3,0,1,0,technica,low
1688,0.4,0.46,2,141,3,0,1,0,marketin,low
1700,0.43,0.46,2,126,3,0,1,0,sales,medium
1715,0.41,0.56,2,133,3,0,1,0,hr,medium
1716,0.36,0.46,2,157,3,0,1,0,technica,medium
1717,0.1,0.9,6,301,5,0,1,0,technica,low
1718,0.11,0.96,6,310,4,0,1,0,technica,low
1720,0.77,0.96,5,249,6,0,1,0,technica,low
1723,0.81,0.93,5,265,6,0,1,0,technica,low
1727,0.45,0.51,2,137,3,0,1,0,support,low
1728,0.11,0.94,6,266,4,0,1,0,support,low
1729,0.23,0.7,5,168,4,0,1,0,support,low
1732,0.41,0.56,2,133,3,0,1,0,support,low
1733,0.84,0.97,5,256,5,0,1,0,support,low
1735,0.11,0.88,7,275,4,0,1,0,support,low
1739,0.86,0.88,5,268,5,0,1,0,technica,medium
1740,0.91,1,4,253,5,1,1,0,technica,medium
1743,0.1,0.89,6,259,5,0,1,0,IT,medium
1749,0.89,0.96,4,219,6,0,1,0,product_,medium
1750,0.09,0.91,6,243,4,0,1,0,product_,high
1752,0.11,0.9,7,245,4,0,1,0,RandD,medium
1754,0.91,1,4,245,6,0,1,0,RandD,medium
1755,0.44,0.52,2,137,3,0,1,0,RandD,medium
1768,0.78,0.95,4,260,5,0,1,0,sales,low
1772,0.09,0.86,6,245,4,0,1,0,sales,low
1779,0.85,0.9,2,168,2,0,1,0,sales,medium
1782,0.44,0.51,2,135,3,0,1,0,sales,medium
1786,0.09,0.96,7,264,4,0,1,0,accounti,medium
1790,0.41,0.46,2,150,3,1,1,0,hr,low
1791,0.44,0.55,2,156,3,0,1,0,hr,medium
1794,0.43,0.51,2,143,3,0,1,0,technica,medium
1796,0.85,0.96,4,217,5,0,1,0,technica,low
1801,0.09,0.78,6,263,4,0,1,0,technica,low
1806,0.1,0.87,6,254,5,0,1,0,support,low
1810,0.72,0.95,5,271,5,0,1,0,support,low
1812,0.45,0.5,2,150,3,0,1,0,support,low
1813,0.4,0.53,2,127,3,0,1,0,support,low
1814,0.1,0.81,6,271,4,0,1,0,technica,low
1821,0.43,0.52,2,136,3,0,1,0,IT,medium
1823,0.43,0.46,2,157,3,0,1,0,product_,medium
1827,0.1,0.86,6,247,4,0,1,0,IT,medium
1830,0.1,0.93,6,258,4,0,1,0,RandD,medium
1831,0.39,0.5,2,151,3,0,1,0,RandD,medium
1837,0.61,0.58,2,264,4,0,1,0,technica,low
1838,0.1,0.79,6,275,4,0,1,0,manageme,low
1841,0.1,0.97,7,306,4,0,1,0,marketin,low
1843,0.38,0.51,2,159,3,0,1,0,sales,low
1847,0.46,0.53,2,161,3,0,1,0,sales,low
1851,0.42,0.47,2,135,3,0,1,0,sales,low
1852,0.46,0.53,2,147,3,0,1,0,sales,low
1853,0.39,0.49,2,142,3,0,1,0,sales,low
1854,0.36,0.51,2,130,3,0,1,0,sales,low
1862,0.11,0.92,6,269,4,0,1,0,accounti,medium
1863,0.1,0.9,7,269,4,0,1,0,accounti,medium
1866,0.11,0.93,5,140,5,0,1,0,hr,medium
1867,0.45,0.46,2,159,3,0,1,0,hr,high
1870,0.11,0.77,6,247,4,0,1,0,technica,medium
1871,0.79,0.93,5,268,5,0,1,0,technica,medium
1874,0.09,0.93,6,279,4,0,1,0,technica,low
1875,0.7,0.84,6,161,4,0,1,0,technica,low
1877,0.11,0.8,6,304,4,0,1,0,technica,low
1878,0.39,0.51,2,137,3,0,1,0,technica,low
1880,0.43,0.54,2,142,3,0,1,0,support,low
1881,0.76,0.87,5,262,5,0,1,0,support,low
1885,0.87,0.91,5,228,5,0,1,0,support,low
1886,0.1,0.86,6,283,4,0,1,0,support,low
1887,0.11,0.86,6,286,4,0,1,0,support,low
1895,0.11,0.89,6,268,4,0,1,0,IT,medium
1897,0.39,0.49,2,127,3,0,1,0,IT,medium
1898,0.1,0.94,7,264,4,0,1,0,IT,medium
1906,0.43,0.49,2,131,3,0,1,0,RandD,high
1907,0.2,0.5,5,135,6,0,1,0,RandD,low
1911,0.1,0.84,5,303,5,0,1,0,accounti,medium
1914,0.42,0.57,2,147,3,1,1,0,manageme,low
1916,0.39,0.54,2,154,3,0,1,0,marketin,low
1919,0.39,0.53,2,146,3,0,1,0,sales,low
1923,0.42,0.52,2,134,3,0,1,0,sales,low
1927,0.78,0.66,3,164,3,0,1,0,sales,low
1930,0.45,0.46,2,149,3,0,1,0,sales,low
1932,0.43,0.51,2,128,3,0,1,0,sales,low
1936,0.39,0.45,2,140,3,0,1,0,sales,medium
1937,0.11,0.97,6,310,4,0,1,0,accounti,medium
1945,0.76,0.89,5,238,5,0,1,0,technica,high
1951,0.85,0.85,4,247,6,0,1,0,technica,low
1953,0.46,0.55,2,145,3,0,1,0,technica,low
1955,0.89,0.88,5,228,5,1,1,0,support,low
1956,0.09,0.81,6,257,4,0,1,0,support,low
1959,0.4,0.57,2,151,3,0,1,0,support,low
1960,0.37,0.48,2,160,3,0,1,0,support,low
1961,0.37,0.53,2,143,3,0,1,0,support,low
1963,0.37,0.52,2,158,3,0,1,0,support,low
1965,0.88,0.86,5,258,5,0,1,0,support,low
1971,0.53,0.76,5,132,6,0,1,0,IT,low
1974,0.38,0.52,2,161,3,0,1,0,IT,medium
1975,0.36,0.48,2,152,3,0,1,0,product_,medium
1979,0.44,0.56,2,156,3,0,1,0,IT,medium
1981,0.1,0.79,6,301,5,0,1,0,RandD,medium
1982,0.76,1,4,220,6,0,1,0,RandD,medium
1984,0.43,0.48,2,136,3,0,1,0,RandD,high
1987,0.84,0.82,5,240,5,0,1,0,accounti,medium
1989,0.51,0.6,7,243,5,0,1,0,technica,medium
1993,0.15,0.63,7,229,3,0,1,0,marketin,low
1996,0.37,0.57,2,147,3,0,1,0,sales,low
1997,0.11,0.92,7,293,4,0,1,0,sales,low
2001,0.58,0.74,4,215,3,0,0,0,sales,low
2013,0.48,0.94,5,255,6,0,0,0,accounti,medium
2014,0.73,0.62,3,218,3,0,0,0,accounti,medium
2015,0.59,0.87,3,268,4,0,0,0,accounti,medium
2019,0.89,0.92,4,165,5,0,0,0,hr,medium
2021,0.79,0.97,5,266,2,0,0,0,technica,medium
2027,0.56,0.86,4,201,3,1,0,0,technica,medium
2028,0.92,0.93,4,208,3,0,0,0,technica,medium
2036,0.76,0.6,4,177,2,0,0,0,support,low
2043,0.71,0.92,3,202,4,0,0,0,technica,low
2048,0.87,0.5,3,242,2,0,0,0,IT,low
2050,0.58,0.55,4,202,3,0,0,0,IT,medium
2051,0.58,0.84,5,228,3,0,0,0,product_,medium
2052,0.73,0.69,4,171,3,0,0,0,product_,medium
2055,0.85,0.6,3,182,3,0,0,0,IT,medium
2064,0.77,0.78,3,269,3,0,0,0,support,medium
2065,0.86,0.91,4,147,3,0,0,0,technica,medium
2070,0.53,0.81,3,226,3,1,0,0,sales,low
2073,0.97,0.83,4,202,3,0,0,0,sales,low
2077,0.51,0.69,3,212,3,0,0,0,sales,low
2085,0.63,0.59,5,224,3,0,0,0,sales,low
2088,0.52,0.66,4,139,3,0,0,0,sales,low
2092,0.73,0.44,2,194,6,0,0,0,hr,medium
2093,0.2,0.58,3,209,5,0,0,0,hr,medium
2098,0.94,0.83,2,185,3,1,0,0,technica,medium
2100,0.61,0.95,5,233,3,0,0,0,technica,medium
2103,0.15,0.53,6,222,3,0,0,0,technica,medium
2104,0.19,0.58,5,182,2,0,0,0,technica,medium
2113,0.59,0.81,4,200,2,0,0,0,support,low
2115,0.35,0.5,5,227,2,0,0,0,support,low
2120,0.5,0.95,5,207,3,0,0,0,technica,low
2122,0.75,0.85,4,234,3,0,0,0,IT,low
2124,0.84,0.89,4,187,2,1,0,0,IT,low
2129,0.52,0.83,4,210,2,0,0,0,product_,medium
2132,0.82,0.93,4,185,2,0,0,0,RandD,medium
2140,0.71,0.76,5,172,2,1,0,0,support,high
2141,0.72,0.63,3,176,3,1,0,0,technica,low
2142,0.33,0.58,2,183,2,0,0,0,manageme,medium
2144,0.88,0.68,5,157,4,1,0,0,marketin,medium
2151,0.69,0.74,3,215,2,0,0,0,sales,low
2159,0.55,0.81,4,260,2,0,0,0,sales,low
2165,0.97,0.66,4,149,2,0,0,0,accounti,low
2168,0.92,0.84,4,208,2,0,0,0,hr,medium
2170,0.57,0.81,3,142,2,0,0,0,hr,medium
2174,0.35,0.58,3,229,6,1,0,0,technica,medium
2178,0.17,0.92,4,189,2,0,0,0,technica,medium
2180,0.89,0.47,4,108,3,0,0,0,technica,low
2181,0.2,0.72,6,224,4,0,0,0,technica,medium
2185,0.79,0.84,3,176,3,0,0,0,support,low
2186,0.73,0.79,4,145,2,1,0,0,support,low
2188,0.42,0.54,3,122,4,0,0,0,support,low
2190,0.92,0.91,4,222,2,0,0,0,support,low
2193,0.64,0.58,5,115,5,0,0,0,support,low
2199,0.55,0.99,4,248,3,0,0,0,IT,low
2204,0.85,0.57,4,216,2,0,0,0,product_,low
2208,0.51,0.69,3,145,2,1,0,0,RandD,medium
2211,0.43,0.39,5,198,5,0,0,0,RandD,medium
2212,0.5,0.7,4,201,4,0,0,0,RandD,medium
2214,0.65,0.93,4,270,2,0,0,0,sales,medium
2215,0.59,0.52,2,149,3,0,0,0,accounti,medium
2216,0.89,0.56,3,256,3,0,0,0,support,medium
2220,0.28,0.55,4,208,4,0,0,0,marketin,medium
2224,0.53,0.72,2,172,5,0,0,0,sales,low
2226,0.82,0.51,3,234,3,0,0,0,sales,low
2227,0.71,0.57,2,183,4,0,0,0,sales,low
2229,0.89,0.68,3,175,2,0,0,0,sales,low
2234,0.7,0.89,6,214,2,0,0,0,sales,low
2235,0.9,0.64,4,209,4,0,0,0,sales,low
2243,0.7,0.59,4,216,3,0,0,0,accounti,low
2248,0.78,0.8,4,194,2,1,0,0,technica,medium
2254,0.22,0.52,6,175,4,0,0,0,technica,medium
2255,0.91,0.82,3,183,3,0,0,0,technica,medium
2257,0.95,0.69,3,225,2,0,0,0,technica,high
2258,0.99,0.75,3,215,3,0,0,0,technica,low
2263,0.61,0.39,3,99,2,0,0,0,support,low
2267,0.55,0.51,3,190,3,0,0,0,support,low
2269,0.96,0.67,6,190,3,0,0,0,support,low
2271,0.8,0.9,4,136,3,0,0,0,technica,low
2272,0.61,0.55,4,231,3,0,0,0,technica,low
2273,0.97,0.88,3,204,2,0,0,0,manageme,low
2276,0.94,0.74,5,171,3,0,0,0,IT,low
2279,0.78,0.99,3,151,3,1,0,0,product_,low
2280,0.96,0.45,6,232,2,1,0,0,product_,low
2289,0.47,0.9,3,101,2,1,0,0,marketin,medium
2305,0.51,0.53,3,201,2,0,0,0,sales,low
2306,0.91,0.55,6,97,4,0,0,0,sales,low
2308,0.55,0.83,4,199,3,0,0,0,sales,low
2311,0.87,0.58,4,212,3,0,0,0,sales,low
2313,0.51,0.64,3,267,2,0,0,0,sales,low
2314,0.98,0.77,3,134,2,1,0,0,sales,low
2317,0.6,0.98,3,262,2,0,0,0,accounti,low
2320,0.99,0.79,4,192,3,0,0,0,hr,low
2322,1,0.65,4,202,4,1,0,0,hr,low
2324,0.86,0.7,5,160,3,0,0,0,technica,medium
2326,0.58,0.55,5,206,3,0,0,0,technica,medium
2327,0.56,0.66,3,212,2,0,0,0,technica,medium
2328,0.38,0.64,3,111,3,0,0,0,technica,medium
2329,0.62,0.64,3,240,2,0,0,0,technica,medium
2335,0.79,0.5,5,176,3,0,0,0,support,high
2336,0.97,0.77,3,182,2,1,0,0,support,low
2338,0.57,0.48,4,161,3,0,0,0,support,medium
2341,0.48,0.55,3,228,2,0,0,0,support,low
2344,0.82,0.97,3,115,2,1,0,0,support,low
2347,0.59,0.43,3,173,3,0,0,0,technica,low
2348,0.69,0.89,4,174,2,0,0,0,technica,low
2349,0.74,0.72,3,213,3,0,0,0,manageme,low
2350,0.67,0.67,4,192,4,0,0,0,IT,low
2356,0.46,0.58,4,171,3,0,0,0,product_,low
2357,0.99,0.93,4,236,3,0,0,0,product_,low
2359,0.93,0.82,4,175,3,0,0,0,IT,low
2362,0.48,0.61,2,121,2,0,0,0,RandD,medium
2364,0.92,0.77,4,185,3,0,0,0,RandD,medium
2371,0.12,0.55,5,242,4,0,0,0,marketin,medium
2377,0.6,0.57,2,184,3,0,0,0,sales,medium
2383,0.6,0.6,3,258,3,0,0,0,sales,low
2384,0.15,0.8,5,151,2,1,0,0,sales,low
2386,0.9,0.67,3,179,2,0,0,0,sales,low
2388,0.74,0.78,5,216,2,0,0,0,sales,low
2391,0.54,0.69,3,141,4,0,0,0,sales,low
2396,0.77,0.49,4,266,2,0,0,0,hr,low
2397,0.48,0.82,3,183,2,0,0,0,hr,low
2404,0.48,0.69,4,222,2,0,0,0,technica,medium
2405,0.16,0.76,5,192,3,0,0,0,technica,medium
2407,0.84,0.75,3,187,3,1,0,0,technica,medium
2418,0.48,0.49,4,242,2,1,0,0,support,medium
2421,0.15,0.51,6,248,5,0,0,0,support,low
2424,0.86,0.58,3,151,2,0,0,0,technica,low
2429,0.65,0.86,5,250,3,0,0,0,IT,low
2433,0.87,0.82,6,176,3,0,0,0,product_,low
2435,0.65,0.75,2,151,3,0,0,0,IT,low
2437,0.75,0.59,4,199,2,0,0,0,RandD,low
2444,0.54,0.77,4,271,3,0,0,0,support,medium
2445,0.91,0.56,4,158,3,0,0,0,technica,medium
2450,0.91,0.7,3,132,4,0,0,0,sales,medium
2452,0.77,0.71,4,223,3,0,0,0,sales,high
2454,0.51,0.49,4,234,2,0,0,0,sales,medium
2458,0.65,0.52,5,149,3,0,0,0,sales,low
2464,0.79,0.57,3,250,3,0,0,0,sales,low
2465,0.78,0.97,4,142,3,0,0,0,sales,low
2466,0.14,0.52,4,217,6,0,0,0,sales,low
2468,0.85,0.75,4,139,3,0,0,0,sales,low
2472,0.53,0.69,4,216,2,0,0,0,hr,low
2475,0.5,0.55,4,148,3,1,0,0,hr,low
2479,0.48,0.84,4,228,3,0,0,0,technica,medium
2480,0.96,0.88,4,165,2,0,0,0,technica,medium
2483,0.21,0.5,5,255,5,0,0,0,technica,medium
2485,0.94,0.89,4,239,3,0,0,0,technica,medium
2486,0.96,0.54,3,153,2,0,0,0,technica,medium
2487,0.49,0.5,4,187,5,1,0,0,support,medium
2489,0.6,0.5,3,274,3,0,0,0,support,medium
2491,0.69,0.64,5,265,2,1,0,0,support,high
2494,0.4,0.99,4,214,6,1,0,0,support,medium
2495,0.94,0.91,3,163,3,0,0,0,support,medium
2496,0.76,0.84,4,236,4,0,0,0,support,medium
2500,0.13,0.67,3,181,4,0,0,0,technica,low
2501,0.24,0.5,5,174,4,0,0,0,manageme,low
2502,0.64,0.69,3,207,2,1,0,0,IT,low
2504,0.61,0.99,4,251,2,0,0,0,IT,low
2505,0.71,0.99,2,136,3,0,0,0,IT,low
2508,0.93,0.97,3,256,2,1,0,0,product_,low
2511,0.76,0.5,3,258,3,0,0,0,IT,low
2512,0.5,0.78,3,228,2,0,0,0,RandD,low
2513,0.22,0.81,5,205,4,0,0,0,RandD,low
2514,0.9,0.88,4,174,3,0,0,0,RandD,low
2515,0.7,0.63,3,155,4,1,0,0,RandD,low
2516,0.73,0.85,5,245,3,0,0,0,RandD,low
2522,0.8,0.96,4,268,3,0,0,0,technica,medium
2526,0.75,0.75,3,273,3,0,0,0,marketin,medium
2527,0.62,0.49,4,218,4,0,0,0,sales,medium
2530,0.71,0.63,3,254,3,1,0,0,sales,high
2533,0.75,0.87,4,193,3,0,0,0,sales,medium
2534,0.74,0.84,3,239,4,0,0,0,sales,medium
2538,0.56,0.49,5,163,3,0,0,0,sales,low
2543,0.94,0.82,3,187,3,0,0,0,sales,low
2544,0.21,0.65,5,223,3,1,0,0,sales,low
2545,0.58,0.87,3,268,2,0,0,0,sales,low
2548,0.94,0.91,5,254,3,0,0,0,accounti,low
2550,0.65,0.83,4,218,3,0,0,0,hr,low
2557,0.63,0.91,4,246,3,0,0,0,technica,medium
2558,0.61,0.55,5,260,3,0,0,0,technica,medium
2559,0.53,0.73,4,248,2,0,0,0,technica,medium
2560,0.87,0.75,3,132,3,0,0,0,technica,medium
2561,0.68,0.7,4,185,4,0,0,0,technica,medium
2562,0.78,0.84,3,269,2,0,0,0,technica,medium
2564,0.96,0.81,3,212,3,0,0,0,support,medium
2566,0.48,0.67,5,273,3,0,0,0,support,medium
2568,0.87,0.38,4,183,5,0,0,0,support,medium
2570,0.79,0.58,5,165,3,0,0,0,support,low
2571,0.8,0.96,3,257,5,0,0,0,support,medium
2575,0.26,0.67,2,242,6,0,0,0,technica,low
2581,0.86,0.93,5,208,2,0,0,0,IT,low
2587,0.8,0.74,4,221,4,0,0,0,product_,low
2593,0.81,0.5,4,152,3,1,0,0,RandD,low
2594,0.57,0.9,3,256,4,0,0,0,RandD,low
2598,0.56,0.92,4,172,2,0,0,0,support,medium
2599,0.5,0.93,6,150,3,1,0,0,technica,medium
2600,0.48,0.89,5,179,3,0,0,0,manageme,medium
2605,0.85,0.78,4,251,3,0,0,0,sales,medium
2607,0.63,0.78,3,153,3,1,0,0,sales,medium
2609,0.52,0.57,3,150,3,0,0,0,sales,low
2613,0.14,1,5,174,5,0,0,0,sales,medium
2616,0.72,0.62,3,270,4,0,0,0,sales,low
2617,0.88,0.51,4,139,3,0,0,0,sales,low
2618,0.71,0.51,3,248,4,0,0,0,sales,low
2619,0.6,0.85,3,172,2,0,0,0,sales,low
2625,0.82,0.62,4,202,2,0,0,0,accounti,low
2627,0.89,0.71,5,194,3,0,0,0,hr,low
2629,0.64,0.52,4,207,3,0,0,0,hr,low
2631,0.81,0.99,3,239,2,1,0,0,technica,low
2633,0.68,0.69,4,225,2,0,0,0,technica,low
2634,0.78,0.59,3,212,2,0,0,0,technica,low
2637,0.81,0.63,4,108,6,0,0,0,technica,medium
2648,0.93,0.68,4,196,2,1,0,0,support,low
2652,0.73,0.81,3,168,2,0,0,0,technica,medium
2653,0.86,0.98,5,233,3,0,0,0,technica,low
2656,0.58,0.97,5,202,2,0,0,0,IT,low
2664,0.54,0.94,5,229,3,1,0,0,product_,low
2665,0.85,0.9,5,202,3,0,0,0,IT,low
2671,0.75,0.73,4,274,2,0,0,0,RandD,low
2672,0.97,0.8,3,169,3,0,0,0,marketin,low
2678,0.76,0.59,3,191,4,0,0,0,marketin,medium
2679,0.79,0.61,5,96,4,0,0,0,marketin,medium
2681,0.6,0.62,4,135,2,1,0,0,sales,medium
2684,0.68,0.85,2,180,6,0,0,0,sales,medium
2685,0.61,0.87,5,174,4,0,0,0,sales,medium
2697,0.5,0.55,3,176,3,0,0,0,sales,low
2703,0.85,0.63,4,154,3,0,0,0,hr,low
2707,0.43,0.68,3,197,2,0,0,0,technica,low
2708,0.83,0.56,4,165,2,0,0,0,technica,low
2710,0.67,0.73,3,203,2,0,0,0,technica,low
2712,0.83,0.96,3,179,2,0,0,0,technica,low
2713,0.92,0.84,5,264,3,0,0,0,technica,medium
2714,0.83,0.7,5,154,3,0,0,0,technica,medium
2715,0.64,0.55,4,167,3,1,0,0,technica,medium
2716,0.93,0.97,4,158,3,1,0,0,technica,medium
2718,0.74,0.69,3,230,2,0,0,0,support,medium
2719,0.56,0.75,5,143,5,0,0,0,support,medium
2723,0.17,0.56,5,218,4,1,0,0,support,medium
2727,0.16,0.71,6,227,5,0,0,0,support,medium
2730,0.72,0.66,4,202,4,0,0,0,technica,medium
2731,0.91,0.89,2,219,4,0,0,0,technica,low
2735,0.82,0.63,5,177,3,0,0,0,IT,low
2736,0.66,0.86,5,185,3,0,0,0,IT,low
2737,0.74,0.64,4,101,6,1,0,0,IT,low
2739,0.65,0.42,6,220,2,0,0,0,product_,low
2742,0.8,0.9,4,241,2,0,0,0,IT,low
2746,0.58,0.98,5,218,3,0,0,0,RandD,low
2747,0.94,0.9,2,263,3,0,0,0,RandD,low
2748,0.67,0.99,4,247,3,1,0,0,RandD,low
2751,0.91,0.67,2,255,4,0,0,0,accounti,low
2752,0.78,0.87,3,191,3,1,0,0,support,medium
2753,0.82,0.55,3,217,4,1,0,0,technica,medium
2757,0.87,0.5,3,269,3,0,0,0,marketin,medium
2762,0.62,0.85,3,145,3,0,0,0,sales,medium
2768,0.4,0.47,5,108,3,0,0,0,sales,medium
2773,0.54,0.56,4,227,3,0,0,0,sales,low
2780,0.51,0.81,3,143,2,0,0,0,hr,low
2786,0.71,0.88,3,140,2,0,0,0,technica,low
2787,0.88,0.52,4,166,2,0,0,0,technica,low
2790,0.62,0.72,3,188,3,0,0,0,technica,low
2792,0.14,0.9,4,198,4,0,0,0,technica,medium
2794,0.96,0.42,6,101,4,0,0,0,technica,medium
2797,0.64,0.67,5,198,2,1,0,0,support,medium
2800,0.89,0.79,4,133,2,0,0,0,support,medium
2805,0.66,0.85,4,237,3,1,0,0,support,medium
2806,0.66,0.99,5,244,3,0,0,0,technica,medium
2810,0.5,0.91,3,212,2,0,0,0,IT,low
2819,0.64,0.9,2,101,6,0,0,0,IT,low
2820,0.96,0.37,2,159,6,0,0,0,RandD,low
2821,0.92,0.54,5,141,2,0,0,0,RandD,low
2823,0.82,0.99,5,252,3,1,0,0,RandD,low
2826,0.64,0.73,3,142,3,0,0,0,marketin,low
2834,0.52,0.78,4,206,2,0,0,0,marketin,medium
2836,0.73,0.41,2,231,6,1,0,0,sales,medium
2841,0.42,0.94,5,227,5,0,0,0,sales,medium
2844,0.5,0.95,5,137,3,0,0,0,sales,medium
2848,0.76,0.78,3,189,2,0,0,0,sales,low
2849,0.53,0.92,3,207,4,1,0,0,sales,low
2850,0.65,0.72,3,134,3,0,0,0,sales,low
2851,0.91,0.85,4,203,2,0,0,0,sales,low
2857,0.82,0.74,3,232,3,0,0,0,hr,low
2858,0.35,0.8,3,137,5,0,0,0,hr,low
2859,0.93,0.99,4,136,4,0,0,0,hr,low
2861,0.99,0.68,4,190,3,0,0,0,technica,low
2867,0.65,0.99,4,200,4,0,0,0,technica,low
2871,0.75,0.79,4,145,3,0,0,0,technica,medium
2874,0.77,0.93,5,182,4,0,0,0,support,medium
2884,0.57,0.6,3,202,3,0,0,0,technica,medium
2887,0.97,0.7,3,203,3,0,0,0,IT,low
2890,0.96,0.69,3,214,2,1,0,0,IT,low
2891,0.73,0.69,4,161,3,0,0,0,IT,low
2892,0.29,0.58,5,234,2,0,0,0,product_,low
2893,0.58,0.56,3,151,2,0,0,0,product_,low
2897,0.6,0.99,3,187,2,0,0,0,RandD,low
2898,0.97,0.58,5,156,2,1,0,0,RandD,low
2902,0.5,0.7,3,274,3,0,0,0,marketin,low
2905,0.69,0.53,3,142,3,0,0,0,support,low
2906,0.69,0.9,2,155,2,0,0,0,technica,low
2907,0.53,0.67,4,167,2,0,0,0,manageme,low
2911,0.59,0.81,6,123,5,0,0,0,sales,medium
2913,0.78,0.95,3,270,2,0,0,0,sales,medium
2915,0.65,0.77,5,241,2,0,0,0,sales,medium
2927,0.82,0.84,3,139,2,1,0,0,sales,low
2928,0.68,0.56,4,272,3,0,0,0,sales,low
2930,0.32,0.81,2,249,3,0,0,0,accounti,low
2931,0.93,0.86,4,219,3,0,0,0,accounti,low
2933,0.22,0.44,3,166,6,0,0,0,hr,low
2935,0.77,0.75,4,225,3,0,0,0,hr,low
2936,0.29,0.48,2,116,6,1,0,0,hr,low
2937,0.97,0.65,3,219,2,0,0,0,technica,low
2941,0.54,0.98,3,197,3,0,0,0,technica,low
2947,0.51,0.79,5,267,3,0,0,0,technica,medium
2950,0.15,0.86,3,204,4,0,0,0,support,medium
2958,0.75,0.7,5,269,3,0,0,0,support,medium
2959,0.38,0.77,2,170,3,0,0,0,technica,high
2960,0.55,0.82,2,197,4,0,0,0,technica,low
2965,0.14,0.83,5,175,6,1,0,0,IT,low
2966,0.81,0.67,4,216,3,0,0,0,IT,low
2970,0.31,0.86,3,205,5,0,0,0,product_,low
2973,0.22,0.8,4,287,4,0,0,0,RandD,low
2975,0.21,0.76,5,239,2,0,0,0,RandD,low
2977,0.24,0.55,5,208,5,0,0,0,RandD,low
2978,0.66,0.95,3,133,3,0,0,0,marketin,low
2983,0.64,0.71,3,181,2,0,0,0,technica,low
2985,0.98,0.5,4,207,3,0,0,0,marketin,low
